id,lineage,sequence_length
"""OE998646""","""B.1.258""",59748
"""OU114265""","""B.1.258""",59746
"""OB987933""","""B.1.258""",59700
"""OU088589""","""B.1.258""",59740
"""OU082730""","""B.1.258""",59746
"""OU365337""","""B.1.258""",59746
"""OU370349""","""B.1.258""",59746
"""OD901230""","""B.1.258""",59670
"""OU083110""","""B.1.258""",59746
"""OU080252""","""B.1.258""",59780
"""OE996088""","""B.1.258""",59746
"""OU081577""","""B.1.258""",59746
"""OE997654""","""B.1.258""",59728
"""OA983934""","""B.1.258""",59716
"""OU282328""","""B.1.258""",59728
"""OU278352""","""B.1.258""",59728
"""MW913367""","""B.1.258""",59746
"""OU080244""","""B.1.258""",59746
"""OU072886""","""B.1.258""",59700
"""ON275318""","""B.1.258""",59746
"""OD961813""","""B.1.258""",59700
"""HG998697""","""B.1.258""",59694
"""OU097161""","""B.1.258""",59764
"""OU166343""","""B.1.258""",59746
"""OU175588""","""B.1.258""",59700
"""OA994531""","""B.1.258""",59728
"""OU128645""","""B.1.258""",59700
"""OU072822""","""B.1.258""",59746
"""OB993911""","""B.1.258""",59700
"""OA967702""","""B.1.258""",59700
"""OB982822""","""B.1.258""",59700
"""OU097324""","""B.1.258""",59582
"""OU278681""","""B.1.258""",59700
"""OA972669""","""B.1.258""",59700
"""OA984629""","""B.1.258""",59676
"""HG994327""","""B.1.258""",59700
"""OU282499""","""B.1.258""",59700
"""OU282720""","""B.1.258""",59700
"""OA974445""","""B.1.258""",59746
"""HG998721""","""B.1.258""",59700
"""OD907067""","""B.1.258""",59700
"""OU195402""","""B.1.258""",59700
"""OU008969""","""B.1.258""",59746
"""OA984575""","""B.1.258""",59700
"""OE997096""","""B.1.258""",59700
"""OC999552""","""B.1.258""",59746
"""OU071917""","""B.1.258""",59700
"""HG998800""","""B.1.258""",59700
"""OD903661""","""B.1.258""",59700
"""OU570729""","""B.1.258""",59700
"""OU365548""","""B.1.258""",59676
"""OU365522""","""B.1.258""",59700
"""OE997796""","""B.1.258""",59632
"""OK180974""","""B.1.258""",59594
"""OU075851""","""B.1.258""",59496
"""FR991250""","""B.1.258""",59258
"""OU534900""","""B.1.258""",59352
"""OC997644""","""B.1.258""",59574
"""OB988559""","""B.1.258""",59368
"""OD920679""","""B.1.258""",59328
"""OU099933""","""B.1.258""",59626
"""OU807806""","""B.1.258""",59718
"""OU159981""","""B.1.258""",59588
"""OU007316""","""B.1.258""",59554
"""OD905912""","""B.1.258""",59258
"""OU073381""","""B.1.258""",59304
"""OU149549""","""B.1.258""",59686
"""OU083023""","""B.1.258""",59736
"""OD997535""","""B.1.258""",59720
"""OU079108""","""B.1.258""",59720
"""OU191319""","""B.1.258""",59686
"""OB990555""","""B.1.258""",59720
"""OU075853""","""B.1.258""",59636
"""OU200551""","""B.1.258""",59574
"""OU366077""","""B.1.258""",59580
"""OU082946""","""B.1.258""",59696
"""OU163418""","""B.1.258""",59586
"""OU117825""","""B.1.258""",59258
"""OU167201""","""B.1.258""",59258
"""OD898428""","""B.1.258""",59754
"""OU006976""","""B.1.258""",59270
"""OD997467""","""B.1.258""",59286
"""OU282127""","""B.1.258""",59730
"""OA983945""","""B.1.258""",59718
"""OU083852""","""B.1.258""",59492
"""LR898972""","""B.1.258""",59588
"""OU125307""","""B.1.258""",59446
"""OU088886""","""B.1.258""",59480
"""OD899093""","""B.1.258""",59704
"""OB982045""","""B.1.258""",59258
"""OU281358""","""B.1.258""",59288
"""OB999519""","""B.1.258""",59700
"""OD901271""","""B.1.258""",59700
"""OU367721""","""B.1.258""",59780
"""OU165840""","""B.1.258""",59780
"""OX020935""","""B.1.258""",59676
"""OA995690""","""B.1.258""",59700
"""MW453084""","""B.1.258""",59746
"""OU117976""","""B.1.258""",59700
"""OD909721""","""B.1.258""",59700
"""OU129225""","""B.1.258""",59780
"""OU079004""","""B.1.258""",59652
"""OU097080""","""B.1.258""",59746
"""OU089435""","""B.1.258""",59746
"""OU072250""","""B.1.258""",59700
"""OC998294""","""B.1.258""",59700
"""OU085652""","""B.1.258""",59780
"""FR990325""","""B.1.258""",59780
"""OU281836""","""B.1.258""",59700
"""OD938404""","""B.1.258""",59700
"""OU082450""","""B.1.258""",59676
"""OB992246""","""B.1.258""",59746
"""OU278512""","""B.1.258""",59734
"""OU632733""","""B.1.258""",59746
"""OB993506""","""B.1.258""",59746
"""OD919487""","""B.1.258""",59746
"""OD997606""","""B.1.258""",59700
"""OU082808""","""B.1.258""",59700
"""OE999191""","""B.1.258""",59700
"""OB990639""","""B.1.258""",59740
"""OD929878""","""B.1.258""",59746
"""OU127225""","""B.1.258""",59746
"""OU080372""","""B.1.258""",59746
"""OU200311""","""B.1.258""",59746
"""OU138608""","""B.1.258""",59292
"""OD925209""","""B.1.258""",59746
"""OU087270""","""B.1.258""",59740
"""OU118538""","""B.1.258""",59780
"""OU281689""","""B.1.258""",59780
"""FR990466""","""B.1.258""",59780
"""OU074020""","""B.1.258""",59780
"""OA993218""","""B.1.258""",59688
"""OU165991""","""B.1.258""",59780
"""OU166158""","""B.1.258""",59780
"""OU079155""","""B.1.258""",59616
"""OD932215""","""B.1.258""",59258
"""OA968024""","""B.1.258""",59348
"""OU080260""","""B.1.258""",59780
"""OD912887""","""B.1.258""",59686
"""OU073187""","""B.1.258""",59292
"""OU081342""","""B.1.258""",59700
"""OD997367""","""B.1.258""",59700
"""OX006346""","""B.1.258""",59780
"""FR992648""","""B.1.258""",59720
"""OB998907""","""B.1.258""",59304
"""OB994070""","""B.1.258""",59398
"""OU803594""","""B.1.258""",59532
"""OD903560""","""B.1.258""",59780
"""OU078918""","""B.1.258""",59586
"""OU000427""","""B.1.258""",59602
"""OB990263""","""B.1.258""",59780
"""OU798688""","""B.1.258""",59292
"""OA998244""","""B.1.258""",59602
"""OU083626""","""B.1.258""",59780
"""OD910423""","""B.1.258""",59780
"""OU596121""","""B.1.258""",59716
"""OD904590""","""B.1.258""",59674
"""OD902609""","""B.1.258""",59768
"""OD899479""","""B.1.258""",59768
"""OU117982""","""B.1.258""",59242
"""OU081818""","""B.1.258""",59718
"""OE997576""","""B.1.258""",59768
"""OA984501""","""B.1.258""",59792
"""OD955406""","""B.1.258""",59768
"""OW483911""","""BA.1.17""",59780
"""OW814197""","""BA.1.17""",59780
"""OW660068""","""BA.1.17""",59780
"""OV636930""","""BA.1.17""",59406
"""OV864648""","""BA.1.17""",59406
"""OM499574""","""BA.1.17""",59550
"""OV373167""","""BA.1.17""",59780
"""OM073765""","""BA.1.17""",59562
"""OM437370""","""BA.1.17""",59780
"""OM050950""","""BA.1.17""",59780
"""ON265592""","""BA.1.17""",59780
"""OM778115""","""BA.1.17""",59780
"""OM913234""","""BA.1.17""",59780
"""OV728477""","""BA.1.17""",59780
"""OV467251""","""BA.1.17""",59780
"""OW669929""","""BA.1.17""",59780
"""OM279573""","""BA.1.17""",59780
"""OM678279""","""BA.1.17""",59780
"""ON831606""","""BA.1.17""",59780
"""ON442702""","""BA.1.17""",59780
"""OW466335""","""BA.1.17""",59768
"""OV874592""","""BA.1.17""",59780
"""OW255265""","""BA.1.17""",59780
"""OV678890""","""BA.1.17""",59780
"""ON442656""","""BA.1.17""",59780
"""OM200564""","""BA.1.17""",59780
"""OV379735""","""BA.1.17""",59780
"""OW714937""","""BA.1.17""",59700
"""OV970629""","""BA.1.17""",59242
"""OW739704""","""BA.1.17""",59780
"""OV776766""","""BA.1.17""",59242
"""OV807690""","""BA.1.17""",59780
"""OV561847""","""BA.1.17""",59780
"""OV695262""","""BA.1.17""",59792
"""OV596483""","""BA.1.17""",59780
"""OV673999""","""BA.1.17""",59768
"""OM050540""","""BA.1.17""",59780
"""OM965089""","""BA.1.17""",59780
"""OV747171""","""BA.1.17""",59780
"""OM426474""","""BA.1.17""",59780
"""OV537251""","""BA.1.17""",59502
"""OV956676""","""BA.1.17""",59258
"""OM641165""","""BA.1.17""",59458
"""OV506105""","""BA.1.17""",59552
"""OM359703""","""BA.1.17""",59258
"""ON265660""","""BA.1.17""",59242
"""OM628672""","""BA.1.17""",59458
"""OW800416""","""BA.1.17""",59486
"""OV645595""","""BA.1.17""",59704
"""OW870125""","""BA.1.17""",59258
"""OW313337""","""BA.1.17""",59780
"""OV649758""","""BA.1.17""",59792
"""OX201130""","""BA.1.17""",59270
"""ON359791""","""BA.1.17""",59780
"""OV598578""","""BA.1.17""",59510
"""OW794270""","""BA.1.17""",59780
"""OW298985""","""BA.1.17""",59780
"""OV814262""","""BA.1.17""",59780
"""OM831612""","""BA.1.17""",59780
"""OW655951""","""BA.1.17""",59780
"""OW710647""","""BA.1.17""",59734
"""OV768420""","""BA.1.17""",59700
"""OV998898""","""BA.1.17""",59792
"""OW120249""","""BA.1.17""",59780
"""OM360386""","""BA.1.17""",59780
"""OW105569""","""BA.1.17""",59522
"""ON676660""","""BA.1.17""",59524
"""OV718130""","""BA.1.17""",59780
"""OW811388""","""BA.1.17""",59780
"""OV715434""","""BA.1.17""",59524
"""OV659907""","""BA.1.17""",59376
"""OV933341""","""BA.1.17""",59534
"""OM774304""","""BA.1.17""",59780
"""OM443213""","""BA.1.17""",59780
"""OW662434""","""BA.1.17""",59780
"""OM469637""","""BA.1.17""",59504
"""OV688743""","""BA.1.17""",59738
"""OV787062""","""BA.1.17""",59754
"""OM186623""","""BA.1.17""",59292
"""OV530715""","""BA.1.17""",59566
"""OM725179""","""BA.1.17""",59580
"""OW862625""","""BA.1.17""",59592
"""ON055781""","""BA.1.17""",59738
"""OW164869""","""BA.1.17""",59764
"""OW264945""","""BA.1.17""",59242
"""OV807041""","""BA.1.17""",59734
"""OL988214""","""BA.1.17""",59734
"""OV525333""","""BA.1.17""",59564
"""OV812953""","""BA.1.17""",59746
"""OV765549""","""BA.1.17""",59734
"""OW298528""","""BA.1.17""",59686
"""OW737591""","""BA.1.17""",59300
"""OW869684""","""BA.1.17""",59734
"""OM491533""","""BA.1.17""",59792
"""OV657724""","""BA.1.17""",59752
"""OV869773""","""BA.1.17""",59746
"""OV880593""","""BA.1.17""",59746
"""OW787886""","""BA.1.17""",59780
"""OV674063""","""BA.1.17""",59728
"""OV632706""","""BA.1.17""",59572
"""OV475769""","""BA.1.17""",59746
"""OV707185""","""BA.1.17""",59704
"""ON266036""","""BA.1.17""",59482
"""OV369670""","""BA.1.17""",59494
"""OV669003""","""BA.1.17""",59746
"""OW297366""","""BA.1.17""",59504
"""OV718160""","""BA.1.17""",59728
"""OV791676""","""BA.1.17""",59746
"""OV631397""","""BA.1.17""",59720
"""ON358312""","""BA.1.17""",59486
"""OW413254""","""BA.1.17""",59566
"""OV924371""","""BA.1.17""",59704
"""ON470740""","""BA.1.17""",59504
"""OV651267""","""BA.1.17""",59492
"""OW743102""","""BA.1.17""",59486
"""OM768849""","""BA.1.17""",59734
"""OV634707""","""BA.1.17""",59288
"""OV772450""","""BA.1.17""",59270
"""ON444355""","""BA.1.17""",59260
"""OW057415""","""BA.1.17""",59270
"""OV692604""","""BA.1.17""",59562
"""OV825505""","""BA.1.17""",59258
"""OV695769""","""BA.1.17""",59678
"""OX008781""","""BA.1.17""",59558
"""OW361734""","""BA.1.17""",59700
"""OV808478""","""BA.1.17""",59700
"""OV774487""","""BA.1.17""",59700
"""OW573727""","""BA.1.17""",59700
"""OW514420""","""BA.1.17""",59700
"""OV774777""","""BA.1.17""",59700
"""OV583710""","""BA.1.17""",59700
"""OV749875""","""BA.1.17""",59612
"""OM734851""","""BA.1.17""",59700
"""OM293321""","""BA.1.17""",59700
"""OV593909""","""BA.1.17""",59686
"""OV896481""","""BA.1.17""",59738
"""OW301895""","""BA.1.17""",59406
"""OV513853""","""BA.1.17""",59458
"""ON269207""","""BA.1.17""",59594
"""OW672329""","""BA.1.17""",59552
"""OW874345""","""BA.1.17""",59686
"""OW154894""","""BA.1.17""",59486
"""OM822907""","""BA.1.17""",59496
"""OV877588""","""BA.1.17""",59516
"""OW304895""","""BA.1.17""",59686
"""ON265193""","""BA.1.17""",59680
"""OW725855""","""BA.1.17""",59728
"""OV622603""","""BA.1.17""",59486
"""OV679629""","""BA.1.17""",59700
"""OW547956""","""BA.1.17""",59780
"""OM194488""","""BA.1.17""",59780
"""ON446672""","""BA.1.17""",59794
"""OW014203""","""BA.1.17""",59740
"""OV496570""","""BA.1.17""",59780
"""ON266277""","""BA.1.17""",59780
"""OW787975""","""BA.1.17""",59794
"""OV743189""","""BA.1.17""",59762
"""ON052620""","""BA.1.17""",59780
"""OM399969""","""BA.1.17""",59728
"""OV880024""","""BA.1.17""",59794
"""OW802534""","""BA.1.17""",59794
"""OM725188""","""BA.1.17""",59794
"""OV802551""","""BA.1.17""",59794
"""OV789133""","""BA.1.17""",59688
"""ON357754""","""BA.1.17""",59688
"""OV696958""","""BA.1.17""",59740
"""OM871063""","""BA.1.17""",59688
"""OV310583""","""BA.1.17""",59688
"""ON265134""","""BA.1.17""",59688
"""ON271559""","""BA.1.17""",59688
"""OV626103""","""BA.1.17""",59688
"""OM080033""","""BA.1.17""",59700
"""OM126383""","""BA.1.17""",59694
"""OV822023""","""BA.1.17""",59700
"""OM155931""","""BA.1.17""",59746
"""OW874026""","""BA.1.17""",59700
"""OW742141""","""BA.1.17""",59688
"""ON266961""","""BA.1.17""",59688
"""OW309291""","""BA.1.17""",59688
"""ON443354""","""BA.1.17""",59688
"""OV909665""","""BA.1.17""",59688
"""OW068697""","""BA.1.17""",59758
"""OM272560""","""BA.1.17""",59740
"""OV611557""","""BA.1.17""",59688
"""OW772513""","""BA.1.17""",59688
"""OX075880""","""BA.1.17""",59670
"""OM652301""","""BA.1.17""",59688
"""OW477725""","""BA.1.17""",59632
"""OV692569""","""BA.1.17""",59688
"""ON266028""","""BA.1.17""",59688
"""OV604577""","""BA.1.17""",59740
"""OW780449""","""BA.1.17""",59292
"""OV439566""","""BA.1.17""",59710
"""OW791324""","""BA.1.17""",59688
"""OV882262""","""BA.1.17""",59688
"""OM771421""","""BA.1.17""",59694
"""OW547624""","""BA.1.17""",59688
"""OV839927""","""BA.1.17""",59752
"""OV556518""","""BA.1.17""",59688
"""OV653146""","""BA.1.17""",59688
"""ON269576""","""BA.1.17""",59688
"""OW694558""","""BA.1.17""",59700
"""ON159021""","""BA.1.17""",59688
"""OW318114""","""BA.1.17""",59688
"""OM572799""","""BA.1.17""",59752
"""OM324455""","""BA.1.17""",59700
"""ON068667""","""BA.1.17""",59742
"""OM516215""","""BA.1.17""",59664
"""OM174383""","""BA.1.17""",59688
"""OM361718""","""BA.1.17""",59688
"""OV861254""","""BA.1.17""",59688
"""OV643089""","""BA.1.17""",59688
"""OW594804""","""BA.1.17""",59688
"""OW701510""","""BA.1.17""",59688
"""OW792652""","""BA.1.17""",59688
"""OV945649""","""BA.1.17""",59688
"""OW727033""","""BA.1.17""",59688
"""OV750288""","""BA.1.17""",59688
"""OV414439""","""BA.1.17""",59688
"""OM661084""","""BA.1.17""",59688
"""OV348657""","""BA.1.17""",59688
"""OW968812""","""BA.1.17""",59688
"""OM893450""","""BA.1.17""",59688
"""OV835770""","""BA.1.17""",59688
"""OV884989""","""BA.1.17""",59688
"""OV757681""","""BA.1.17""",59658
"""OV744677""","""BA.1.17""",59688
"""OV766778""","""BA.1.17""",59688
"""OV333831""","""BA.1.17""",59688
"""OW495097""","""BA.1.17""",59694
"""OV883588""","""BA.1.17""",59690
"""OM370717""","""BA.1.17""",59746
"""OV606737""","""BA.1.17""",59690
"""OM474643""","""BA.1.17""",59688
"""OV564875""","""BA.1.17""",59688
"""OV669214""","""BA.1.17""",59688
"""OM310642""","""BA.1.17""",59688
"""OW776408""","""BA.1.17""",59688
"""OM078221""","""BA.1.17""",59686
"""OV748916""","""BA.1.17""",59670
"""OW477485""","""BA.1.17""",59688
"""OV357571""","""BA.1.17""",59740
"""OM664257""","""BA.1.17""",59752
"""OW027563""","""BA.1.17""",59752
"""OM121669""","""BA.1.17""",59752
"""OV704079""","""BA.1.17""",59752
"""OV896566""","""BA.1.17""",59752
"""ON268005""","""BA.1.17""",59746
"""OW767017""","""BA.1.17""",59752
"""OV528258""","""BA.1.17""",59746
"""OM778457""","""BA.1.17""",59752
"""OV554756""","""BA.1.17""",59780
"""OM692517""","""BA.1.17""",59752
"""OM722813""","""BA.1.17""",59752
"""OV688268""","""BA.1.17""",59752
"""OW143814""","""BA.1.17""",59722
"""OV335460""","""BA.1.17""",59740
"""OV839465""","""BA.1.17""",59740
"""OW724026""","""BA.1.17""",59740
"""ON445536""","""BA.1.17""",59752
"""OM532030""","""BA.1.17""",59752
"""OV718527""","""BA.1.17""",59740
"""OV668651""","""BA.1.17""",59752
"""OV956833""","""BA.1.17""",59706
"""OM921811""","""BA.1.17""",59740
"""OV839607""","""BA.1.17""",59740
"""OW316863""","""BA.1.17""",59740
"""OW655871""","""BA.1.17""",59740
"""ON641955""","""BA.1.17""",59740
"""OV327739""","""BA.1.17""",59740
"""OW550549""","""BA.1.17""",59740
"""ON272187""","""BA.1.17""",59740
"""ON100312""","""BA.1.17""",59740
"""OW307529""","""BA.1.17""",59740
"""OW870566""","""BA.1.17""",59740
"""OV761618""","""BA.1.17""",59740
"""OW303785""","""BA.1.17""",59740
"""OM335221""","""BA.1.17""",59752
"""OV897453""","""BA.1.17""",59678
"""OW087885""","""BA.1.17""",59752
"""ON271558""","""BA.1.17""",59752
"""OW010432""","""BA.1.17""",59740
"""OV736197""","""BA.1.17""",59752
"""OM646083""","""BA.1.17""",59740
"""OW300648""","""BA.1.17""",59740
"""OW155536""","""BA.1.17""",59740
"""OL898818""","""BA.1.17""",59740
"""OV926983""","""BA.1.17""",59740
"""ON269275""","""BA.1.17""",59740
"""OM773444""","""BA.1.17""",59688
"""OM765257""","""BA.1.17""",59752
"""OV626360""","""BA.1.17""",59740
"""OV503196""","""BA.1.17""",59688
"""OV616433""","""BA.1.17""",59740
"""ON265378""","""BA.1.17""",59740
"""OV584848""","""BA.1.17""",59740
"""OM431119""","""BA.1.17""",59740
"""OV777572""","""BA.1.17""",59740
"""OV530187""","""BA.1.17""",59740
"""ON447217""","""BA.1.17""",59752
"""OV935133""","""BA.1.17""",59740
"""OV474138""","""BA.1.17""",59740
"""OV767536""","""BA.1.17""",59740
"""OV713235""","""BA.1.17""",59740
"""OW310048""","""BA.1.17""",59740
"""OV734245""","""BA.1.17""",59740
"""OW767889""","""BA.1.17""",59738
"""OW798755""","""BA.1.17""",59740
"""ON447289""","""BA.1.17""",59740
"""OV928438""","""BA.1.17""",59752
"""OW776748""","""BA.1.17""",59740
"""OV785921""","""BA.1.17""",59740
"""ON268993""","""BA.1.17""",59740
"""ON517015""","""BA.1.17""",59740
"""OM299361""","""BA.1.17""",59740
"""OM673252""","""BA.1.17""",59740
"""OM332701""","""BA.1.17""",59688
"""OV325678""","""BA.1.17""",59740
"""OV759811""","""BA.1.17""",59752
"""OV548902""","""BA.1.17""",59740
"""OV565460""","""BA.1.17""",59740
"""OW474641""","""BA.1.17""",59752
"""OW503143""","""BA.1.17""",59740
"""OV758933""","""BA.1.17""",59740
"""OV754193""","""BA.1.17""",59740
"""OM520758""","""BA.1.17""",59740
"""OW131711""","""BA.1.17""",59752
"""OV779688""","""BA.1.17""",59740
"""OW308193""","""BA.1.17""",59740
"""OW869483""","""BA.1.17""",59740
"""OM779976""","""BA.1.17""",59740
"""OM139949""","""BA.1.17""",59740
"""OV751610""","""BA.1.17""",59740
"""OV528897""","""BA.1.17""",59752
"""OV614931""","""BA.1.17""",59740
"""OW242948""","""BA.1.17""",59740
"""ON445500""","""BA.1.17""",59722
"""OV966812""","""BA.1.17""",59740
"""ON730956""","""BA.1.17""",59740
"""OW737453""","""BA.1.17""",59740
"""OW522857""","""BA.1.17""",59722
"""OW320835""","""BA.1.17""",59740
"""OV999407""","""BA.1.17""",59704
"""OV552145""","""BA.1.17""",59688
"""OM430569""","""BA.1.17""",59688
"""OV856999""","""BA.1.17""",59758
"""OM179430""","""BA.1.17""",59740
"""OW779996""","""BA.1.17""",59740
"""OV579391""","""BA.1.17""",59740
"""OV503225""","""BA.1.17""",59752
"""OM227006""","""BA.1.17""",59740
"""OW131910""","""BA.1.17""",59740
"""ON602810""","""BA.1.17""",59740
"""OM356179""","""BA.1.17""",59740
"""OV653210""","""BA.1.17""",59740
"""OV366409""","""BA.1.17""",59740
"""OV562014""","""BA.1.17""",59740
"""ON359720""","""BA.1.17""",59740
"""OW598025""","""BA.1.17""",59740
"""ON265591""","""BA.1.17""",59722
"""OM343053""","""BA.1.17""",59740
"""OV743360""","""BA.1.17""",59740
"""OM410087""","""BA.1.17""",59740
"""OV371854""","""BA.1.17""",59688
"""OW795725""","""BA.1.17""",59688
"""OV466190""","""BA.1.17""",59688
"""OV695450""","""BA.1.17""",59688
"""OV465932""","""BA.1.17""",59740
"""OW313646""","""BA.1.17""",59688
"""ON273979""","""BA.1.17""",59672
"""OX202778""","""BA.1.17""",59688
"""OV597881""","""BA.1.17""",59688
"""OW302837""","""BA.1.17""",59740
"""OM187666""","""BA.1.17""",59740
"""OW510866""","""BA.1.17""",59688
"""OP012894""","""BA.1.17""",59688
"""OV575288""","""BA.1.17""",59740
"""ON446874""","""BA.1.17""",59740
"""ON266849""","""BA.1.17""",59686
"""OW684718""","""BA.1.17""",59740
"""OW655484""","""BA.1.17""",59740
"""OW680046""","""BA.1.17""",59740
"""OW687356""","""BA.1.17""",59688
"""OV434150""","""BA.1.17""",59740
"""OM893145""","""BA.1.17""",59740
"""OW027508""","""BA.1.17""",59740
"""OW563166""","""BA.1.17""",59740
"""OM700655""","""BA.1.17""",59740
"""OW606497""","""BA.1.17""",59740
"""OV769140""","""BA.1.17""",59740
"""OV772062""","""BA.1.17""",59740
"""OP222735""","""BA.1.17""",59740
"""OM779973""","""BA.1.17""",59740
"""OW122883""","""BA.1.17""",59734
"""OV805436""","""BA.1.17""",59688
"""OM622676""","""BA.1.17""",59688
"""OV910549""","""BA.1.17""",59688
"""OW520103""","""BA.1.17""",59688
"""OW711080""","""BA.1.17""",59688
"""OV639038""","""BA.1.17""",59676
"""OW867578""","""BA.1.17""",59686
"""OV626754""","""BA.1.17""",59688
"""OV700067""","""BA.1.17""",59688
"""OV650909""","""BA.1.17""",59700
"""OV682265""","""BA.1.17""",59688
"""OV478474""","""BA.1.17""",59688
"""OW045504""","""BA.1.17""",59688
"""OV551030""","""BA.1.17""",59688
"""OM135201""","""BA.1.17""",59688
"""OV779818""","""BA.1.17""",59692
"""OV520107""","""BA.1.17""",59686
"""OV952566""","""BA.1.17""",59688
"""OP012919""","""BA.1.17""",59688
"""OV731237""","""BA.1.17""",59682
"""OV927818""","""BA.1.17""",59690
"""OV979843""","""BA.1.17""",59688
"""OM200680""","""BA.1.17""",59742
"""OW029167""","""BA.1.17""",59688
"""OW311021""","""BA.1.17""",59706
"""OM226734""","""BA.1.17""",59692
"""ON267545""","""BA.1.17""",59688
"""OV653132""","""BA.1.17""",59688
"""OW794010""","""BA.1.17""",59688
"""OW737135""","""BA.1.17""",59688
"""OV788732""","""BA.1.17""",59688
"""OM281471""","""BA.1.17""",59688
"""OV785906""","""BA.1.17""",59688
"""OM668630""","""BA.1.17""",59742
"""OV454368""","""BA.1.17""",59688
"""OW103877""","""BA.1.17""",59688
"""OM530582""","""BA.1.17""",59688
"""OW122880""","""BA.1.17""",59688
"""OV840451""","""BA.1.17""",59682
"""OV839731""","""BA.1.17""",59688
"""OW764168""","""BA.1.17""",59688
"""OV524198""","""BA.1.17""",59688
"""OV641107""","""BA.1.17""",59688
"""OM359108""","""BA.1.17""",59670
"""OV514075""","""BA.1.17""",59688
"""OV712352""","""BA.1.17""",59688
"""OW410809""","""BA.1.17""",59686
"""OW850810""","""BA.1.17""",59688
"""OM822154""","""BA.1.17""",59688
"""OM497171""","""BA.1.17""",59700
"""OV939777""","""BA.1.17""",59688
"""ON271568""","""BA.1.17""",59688
"""OW738920""","""BA.1.17""",59688
"""OV750715""","""BA.1.17""",59688
"""OM270949""","""BA.1.17""",59694
"""OM227190""","""BA.1.17""",59676
"""OV518612""","""BA.1.17""",59688
"""OV742371""","""BA.1.17""",59688
"""OM773161""","""BA.1.17""",59688
"""OM645851""","""BA.1.17""",59688
"""OW786696""","""BA.1.17""",59688
"""ON265482""","""BA.1.17""",59688
"""OV615099""","""BA.1.17""",59688
"""OV392229""","""BA.1.17""",59688
"""OV804190""","""BA.1.17""",59688
"""OV737276""","""BA.1.17""",59688
"""OV930240""","""BA.1.17""",59688
"""OW154699""","""BA.1.17""",59688
"""OM755345""","""BA.1.17""",59688
"""OM122217""","""BA.1.17""",59686
"""OV672714""","""BA.1.17""",59688
"""OW512736""","""BA.1.17""",59688
"""OV596990""","""BA.1.17""",59670
"""OW320072""","""BA.1.17""",59734
"""OM933411""","""BA.1.17""",59688
"""OW812730""","""BA.1.17""",59688
"""OV876314""","""BA.1.17""",59688
"""OW857665""","""BA.1.17""",59688
"""OM272509""","""BA.1.17""",59688
"""OW111746""","""BA.1.17""",59676
"""OM429959""","""BA.1.17""",59688
"""ON249065""","""BA.1.17""",59688
"""OV524225""","""BA.1.17""",59688
"""OW814286""","""BA.1.17""",59688
"""OV671700""","""BA.1.17""",59688
"""OV897839""","""BA.1.17""",59688
"""OM012755""","""BA.1.17""",59690
"""OV806801""","""BA.1.17""",59672
"""OV993843""","""BA.1.17""",59658
"""OV524193""","""BA.1.17""",59688
"""OM497000""","""BA.1.17""",59688
"""OW863745""","""BA.1.17""",59688
"""OV797445""","""BA.1.17""",59688
"""OW699401""","""BA.1.17""",59664
"""OV705391""","""BA.1.17""",59688
"""OV811609""","""BA.1.17""",59688
"""OW956388""","""BA.1.17""",59688
"""ON910795""","""BA.1.17""",59688
"""OW059585""","""BA.1.17""",59688
"""OW593936""","""BA.1.17""",59664
"""OM448820""","""BA.1.17""",59688
"""OW661590""","""BA.1.17""",59688
"""OV992628""","""BA.1.17""",59688
"""OW871816""","""BA.1.17""",59688
"""OV782354""","""BA.1.17""",59688
"""OV563904""","""BA.1.17""",59688
